ZABOLOTNYI Viacheslav,7:48
KUTSENKO Ievgen,7:54
YELETSKYI Gleb,7:54
SHATALOV Aleksandr,8:08
ANATSKO Ievgen,8:33
RIABOV Iurii,8:33
DAVIDENKO Aleksandr,8:57
STOVPCHENKO Anton,9:13
CHUMAK Yuriy,9:18
IGNATIEV Sergii,9:18
MUKHIN Aleksandr,9:35
OPANASENKO Oleksandr,9:35
ZAYETS Oleksandr,9:35
ZHUK Sergey,9:35
BELMAS Sergey,9:49
KATKALOV Aleksandr,10:01
LOZOVOY Anton,10:13
DUBIKOV Valerii,10:20
PANASENKO Pavlo,10:20
VOROJKO Dmitriy,10:20
VLASENKO Valentin,10:30
HRYN' Oleksandr,10:39
STOYAN Sergey,10:40
DUBYNSKYI Serhii,10:43
FIRST Evgeniy,10:43
HRYSHYN Henadiy,10:43
KALCHENKO Igor,10:43
KASYAN Viktor,10:43
KOVALEV Ruslan,10:43
MALICHENKO Oleksandr,10:43
MYKHAILYK Oleg,10:43
PIDDUBNYY Ruslan,10:43
PUGACH Volodymyr,10:43
REMNOV Bohdan,10:43
ZLAMAN Andrii,10:43
BLAGOSMYSLOV Stanislav,10:46
BONDARENKO Grigorii,10:46
BONDARENKO Stepan,10:46
CHERNYAK Aleksandr,10:46
KALYSH Sergej,10:46
LAZARENKO Yurij,10:46
KNIAZIEV Denys,10:53
KUSHNIR Dmytro,10:53
POLIAKOV Ievgenii,10:53
GOLOVCHENKO Viacheslav,10:55
KARPENKO Andrey,10:55
KIRICHEK Sergei,10:55
RYABINKA Denis,10:55
KRAMARENKO Volodymyr,11:00
SHAMRAY Maksim,11:02
MOKHIR Oleksiy,11:06
NEVZOROV Alexey,11:06
BOLTONOSOV Sergey,11:10
BOZHENKO Nikolay,11:10
MOKHIR Andriy,11:16
PARKHOMENKO Viktor,11:16
POLIANKO Viktor,11:20
USENKO Andreii,11:20
ZUBENOK Aleksandr,11:20
MIHEENKO Dmitriy,11:26
NECHEPORENKO Andrii,11:26
SKOROBAGATKO Bogdan,11:26
KUZMENKO Olexandr,11:30
FEDOSIEIEV Andrii,11:34
SYNIAHIN Volodymyr,11:38
GAVRILUK Dmitriy,11:45
OLESCHENKO Yuriy,11:45
TYTENKO Dmytro,11:45
TYUFANOV Sergey,11:45
BORISENKO Dmitriy,11:50
ZAPYSHNYI Ihor,11:50
ZAPYSHNYI Oleh,11:50
VAKULA Denys,12:00
ZAGOSKIN Pavlo,12:00
ANTONOV Evgenii,12:15
KUSHCHENKO Artem,12:15
SHESTAK Dmitriy,12:15
POCHOMA Oleksandr,12:25
TOLSTOV Dmytro,12:25
PINCHUK Denis,12:30
POBOINYI Andrii,12:30
SHVYDKA Kateryna,12:30
SHVYDKYI Yurij,12:30
SIKALENKO Maxim,12:30
TUROV Vadim,12:40
BABUH Evgeny,12:41
CHORNYI Vitalii,12:50
FESENKO Ievgeniy,12:50
ZHILYAKOV Oleksandr,13:05
IZMAYLOV Kirill,DNF
PARUMOV Nikolai,DNF
PITALENKO Alexander,DNF
