KOVALCHUK ANDRII,38:20
Bozhenko Mykola,37:26
Puhach Volodymyr,37:26
KOBALCHYNSKYI Anatolii,38:20
Moroz Maryna,38:20
Kyryllova Oleksandra,38:20
