BOZHENKO Mykola,38:28
Moroz Maryna,39:34
Hryshyn Henadiy,39:35
Khvostyk Henadiy,39:35
Lytovchenko Dmytro,39:38
Malyuga Olesya,39:38
Zabolotnyi Viacheslav,39:38
Puhach Volodymyr,39:50
Kovalenko Yevhenii,39:50
